,Comment,Class,Comment2,Comment3,Comment4
274,everyone come check new gta 5 gameplay right watch v 6 h0m5sayho,1,"['everyone', 'come', 'check', 'new', 'gta', '5', 'gameplay', 'right', 'watch', 'v', '6', 'h0m5sayho']","['everyon', 'come', 'check', 'new', 'gta', '5', 'gameplay', 'right', 'watch', 'v', '6', 'h0m5sayho']",everyon come check new gta 5 gameplay right watch v 6 h0m5sayho
275,check sexy video,1,"['check', 'sexy', 'video']","['check', 'sexi', 'video']",check sexi video
276,working hard past 60 days improve writing recording mixing performing 16 bars everyday im whole year 365 days today 39 day 60 today work hard 39 2 verses everyday improve 39 going way 365 please subscribe channel help build fan base watch improve help get closer dream 39 lyrical keep real 39 leave promise please subscribe please like commment people see,1,"['working', 'hard', 'past', '60', 'days', 'improve', 'writing', 'recording', 'mixing', 'performing', '16', 'bars', 'everyday', 'im', 'whole', 'year', '365', 'days', 'today', '39', 'day', '60', 'today', 'work', 'hard', '39', '2', 'verses', 'everyday', 'improve', '39', 'going', 'way', '365', 'please', 'subscribe', 'channel', 'help', 'build', 'fan', 'base', 'watch', 'improve', 'help', 'get', 'closer', 'dream', '39', 'lyrical', 'keep', 'real', '39', 'leave', 'promise', 'please', 'subscribe', 'please', 'like', 'commment', 'people', 'see']","['work', 'hard', 'past', '60', 'day', 'improv', 'write', 'record', 'mix', 'perform', '16', 'bar', 'everyday', 'im', 'whole', 'year', '365', 'day', 'today', '39', 'day', '60', 'today', 'work', 'hard', '39', '2', 'vers', 'everyday', 'improv', '39', 'go', 'way', '365', 'pleas', 'subscrib', 'channel', 'help', 'build', 'fan', 'base', 'watch', 'improv', 'help', 'get', 'closer', 'dream', '39', 'lyric', 'keep', 'real', '39', 'leav', 'promis', 'pleas', 'subscrib', 'pleas', 'like', 'commment', 'peopl', 'see']",work hard past 60 day improv write record mix perform 16 bar everyday im whole year 365 day today 39 day 60 today work hard 39 2 vers everyday improv 39 go way 365 pleas subscrib channel help build fan base watch improv help get closer dream 39 lyric keep real 39 leav promis pleas subscrib pleas like commment peopl see
277,come check music channel go check song quot love quot j e ini amazing person thank check 39 check 39 still amazing person reading post,1,"['come', 'check', 'music', 'channel', 'go', 'check', 'song', 'quot', 'love', 'quot', 'j', 'e', 'ini', 'amazing', 'person', 'thank', 'check', '39', 'check', '39', 'still', 'amazing', 'person', 'reading', 'post']","['come', 'check', 'music', 'channel', 'go', 'check', 'song', 'quot', 'love', 'quot', 'j', 'e', 'ini', 'amaz', 'person', 'thank', 'check', '39', 'check', '39', 'still', 'amaz', 'person', 'read', 'post']",come check music channel go check song quot love quot j e ini amaz person thank check 39 check 39 still amaz person read post
278,guys check extraordinary website called moneygq com make money online start working home today making 3 000 per month moneygq com visit moneygq com check wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,1,"['guys', 'check', 'extraordinary', 'website', 'called', 'moneygq', 'com', 'make', 'money', 'online', 'start', 'working', 'home', 'today', 'making', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['guy', 'check', 'extraordinari', 'websit', 'call', 'moneygq', 'com', 'make', 'money', 'onlin', 'start', 'work', 'home', 'today', 'make', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'wazzasoft', 'industri', 'sertav', 'wind', 'tendenc', 'order', 'humor', 'unelind', 'oper', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industri', 'roll', 'fuffapst', 'competit', 'ociramma', 'qualiti']",guy check extraordinari websit call moneygq com make money onlin start work home today make 3 000 per month moneygq com visit moneygq com check wazzasoft industri sertav wind tendenc order humor unelind oper feandra chorenn oleald claster nation industri roll fuffapst competit ociramma qualiti
279,finally someone shares opinion 39 tried really hard like gangnam style 39 39 even get dance either song like popular gangnam style least makes sense,1,"['finally', 'someone', 'shares', 'opinion', '39', 'tried', 'really', 'hard', 'like', 'gangnam', 'style', '39', '39', 'even', 'get', 'dance', 'either', 'song', 'like', 'popular', 'gangnam', 'style', 'least', 'makes', 'sense']","['final', 'someon', 'share', 'opinion', '39', 'tri', 'realli', 'hard', 'like', 'gangnam', 'style', '39', '39', 'even', 'get', 'danc', 'either', 'song', 'like', 'popular', 'gangnam', 'style', 'least', 'make', 'sens']",final someon share opinion 39 tri realli hard like gangnam style 39 39 even get danc either song like popular gangnam style least make sens
280,know maybe one read please type quot deazy99 quot 39 rapper dream know must see like millions everyday please check music subscribe 39 like thank would love nothing decent following youtube people anyone reading could give quot thumbs quot might see simple button press could make dream come true thank time amp may god bless,1,"['know', 'maybe', 'one', 'read', 'please', 'type', 'quot', 'deazy99', 'quot', '39', 'rapper', 'dream', 'know', 'must', 'see', 'like', 'millions', 'everyday', 'please', 'check', 'music', 'subscribe', '39', 'like', 'thank', 'would', 'love', 'nothing', 'decent', 'following', 'youtube', 'people', 'anyone', 'reading', 'could', 'give', 'quot', 'thumbs', 'quot', 'might', 'see', 'simple', 'button', 'press', 'could', 'make', 'dream', 'come', 'true', 'thank', 'time', 'amp', 'may', 'god', 'bless']","['know', 'mayb', 'one', 'read', 'pleas', 'type', 'quot', 'deazy99', 'quot', '39', 'rapper', 'dream', 'know', 'must', 'see', 'like', 'million', 'everyday', 'pleas', 'check', 'music', 'subscrib', '39', 'like', 'thank', 'would', 'love', 'noth', 'decent', 'follow', 'youtub', 'peopl', 'anyon', 'read', 'could', 'give', 'quot', 'thumb', 'quot', 'might', 'see', 'simpl', 'button', 'press', 'could', 'make', 'dream', 'come', 'true', 'thank', 'time', 'amp', 'may', 'god', 'bless']",know mayb one read pleas type quot deazy99 quot 39 rapper dream know must see like million everyday pleas check music subscrib 39 like thank would love noth decent follow youtub peopl anyon read could give quot thumb quot might see simpl button press could make dream come true thank time amp may god bless
281,youtube com watch v 2asfn9shghk amp feature youtu please check song looking feedback supporters,1,"['youtube', 'com', 'watch', 'v', '2asfn9shghk', 'amp', 'feature', 'youtu', 'please', 'check', 'song', 'looking', 'feedback', 'supporters']","['youtub', 'com', 'watch', 'v', '2asfn9shghk', 'amp', 'featur', 'youtu', 'pleas', 'check', 'song', 'look', 'feedback', 'support']",youtub com watch v 2asfn9shghk amp featur youtu pleas check song look feedback support
282,check page adam b beats 2013,1,"['check', 'page', 'adam', 'b', 'beats', '2013']","['check', 'page', 'adam', 'b', 'beat', '2013']",check page adam b beat 2013
283,guys check extraordinary website called moneygq com make money online start working home today making 3 000 per month moneygq com visit moneygq com check flimsy slip facilitate manager noise set goals anxious regret actually loss retrieve smile,1,"['guys', 'check', 'extraordinary', 'website', 'called', 'moneygq', 'com', 'make', 'money', 'online', 'start', 'working', 'home', 'today', 'making', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'flimsy', 'slip', 'facilitate', 'manager', 'noise', 'set', 'goals', 'anxious', 'regret', 'actually', 'loss', 'retrieve', 'smile']","['guy', 'check', 'extraordinari', 'websit', 'call', 'moneygq', 'com', 'make', 'money', 'onlin', 'start', 'work', 'home', 'today', 'make', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'flimsi', 'slip', 'facilit', 'manag', 'nois', 'set', 'goal', 'anxiou', 'regret', 'actual', 'loss', 'retriev', 'smile']",guy check extraordinari websit call moneygq com make money onlin start work home today make 3 000 per month moneygq com visit moneygq com check flimsi slip facilit manag nois set goal anxiou regret actual loss retriev smile
284,hey guys ready 87 cyphers back check video youtube new album check music tomorrow thanks reading,1,"['hey', 'guys', 'ready', '87', 'cyphers', 'back', 'check', 'video', 'youtube', 'new', 'album', 'check', 'music', 'tomorrow', 'thanks', 'reading']","['hey', 'guy', 'readi', '87', 'cypher', 'back', 'check', 'video', 'youtub', 'new', 'album', 'check', 'music', 'tomorrow', 'thank', 'read']",hey guy readi 87 cypher back check video youtub new album check music tomorrow thank read
285,check new hot video dante b called riled,1,"['check', 'new', 'hot', 'video', 'dante', 'b', 'called', 'riled']","['check', 'new', 'hot', 'video', 'dant', 'b', 'call', 'rile']",check new hot video dant b call rile
286,like comment type 1337,1,"['like', 'comment', 'type', '1337']","['like', 'comment', 'type', '1337']",like comment type 1337
287,guys check extraordinary website called zonepa com make money online start working home today making 3 000 per month zonepa com visit zonepa com check jelly activates reflective distribution normal top synthesizes opinion victorious plant entertains language,1,"['guys', 'check', 'extraordinary', 'website', 'called', 'zonepa', 'com', 'make', 'money', 'online', 'start', 'working', 'home', 'today', 'making', '3', '000', 'per', 'month', 'zonepa', 'com', 'visit', 'zonepa', 'com', 'check', 'jelly', 'activates', 'reflective', 'distribution', 'normal', 'top', 'synthesizes', 'opinion', 'victorious', 'plant', 'entertains', 'language']","['guy', 'check', 'extraordinari', 'websit', 'call', 'zonepa', 'com', 'make', 'money', 'onlin', 'start', 'work', 'home', 'today', 'make', '3', '000', 'per', 'month', 'zonepa', 'com', 'visit', 'zonepa', 'com', 'check', 'jelli', 'activ', 'reflect', 'distribut', 'normal', 'top', 'synthes', 'opinion', 'victori', 'plant', 'entertain', 'languag']",guy check extraordinari websit call zonepa com make money onlin start work home today make 3 000 per month zonepa com visit zonepa com check jelli activ reflect distribut normal top synthes opinion victori plant entertain languag
288,subscribe please guys,1,"['subscribe', 'please', 'guys']","['subscrib', 'pleas', 'guy']",subscrib pleas guy
289,3 yrs ago health scare thankfully okay realized living life fullest mission everything always wanted found going die tomorrow would happy accomplished would regret certain things sorry spamming trying motivate people things always wanted bored come see done far almost 1000 subscribers started,1,"['3', 'yrs', 'ago', 'health', 'scare', 'thankfully', 'okay', 'realized', 'living', 'life', 'fullest', 'mission', 'everything', 'always', 'wanted', 'found', 'going', 'die', 'tomorrow', 'would', 'happy', 'accomplished', 'would', 'regret', 'certain', 'things', 'sorry', 'spamming', 'trying', 'motivate', 'people', 'things', 'always', 'wanted', 'bored', 'come', 'see', 'done', 'far', 'almost', '1000', 'subscribers', 'started']","['3', 'yr', 'ago', 'health', 'scare', 'thank', 'okay', 'realiz', 'live', 'life', 'fullest', 'mission', 'everyth', 'alway', 'want', 'found', 'go', 'die', 'tomorrow', 'would', 'happi', 'accomplish', 'would', 'regret', 'certain', 'thing', 'sorri', 'spam', 'tri', 'motiv', 'peopl', 'thing', 'alway', 'want', 'bore', 'come', 'see', 'done', 'far', 'almost', '1000', 'subscrib', 'start']",3 yr ago health scare thank okay realiz live life fullest mission everyth alway want found go die tomorrow would happi accomplish would regret certain thing sorri spam tri motiv peopl thing alway want bore come see done far almost 1000 subscrib start
290,gets views less subscribers lol,1,"['gets', 'views', 'less', 'subscribers', 'lol']","['get', 'view', 'less', 'subscrib', 'lol']",get view less subscrib lol
291,check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere,1,"['check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere', 'check', 'dope', 'channel', 'phenomenallyricshere']","['check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher', 'check', 'dope', 'channel', 'phenomenallyricsher']",check dope channel phenomenallyricsher check dope channel phenomenallyricsher check dope channel phenomenallyricsher check dope channel phenomenallyricsher check dope channel phenomenallyricsher check dope channel phenomenallyricsher check dope channel phenomenallyricsher check dope channel phenomenallyricsher check dope channel phenomenallyricsher
292,guys check extraordinary website called moneygq com make money online start working home today making 3 000 per month moneygq com visit moneygq com check memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,1,"['guys', 'check', 'extraordinary', 'website', 'called', 'moneygq', 'com', 'make', 'money', 'online', 'start', 'working', 'home', 'today', 'making', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['guy', 'check', 'extraordinari', 'websit', 'call', 'moneygq', 'com', 'make', 'money', 'onlin', 'start', 'work', 'home', 'today', 'make', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'memori', 'ferirama', 'besloor', 'shame', 'eggmod', 'wazzasoft', 'sasaroo', 'reilta', 'moderock', 'plifal', 'shorogyt', 'valu', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'pared', 'yboiveth', 'drirathiel']",guy check extraordinari websit call moneygq com make money onlin start work home today make 3 000 per month moneygq com visit moneygq com check memori ferirama besloor shame eggmod wazzasoft sasaroo reilta moderock plifal shorogyt valu scale qerrassa qiameth mogotrevo hoppler pared yboiveth drirathiel
